ticker	name	fundType	manager	lastDividendYield	lastEarning	equity	equityPerShare	registrationDate	managementType	shareQuantity	standardDeviation	mean	median	sampleSize
ABCP11	Grand Plaza Shopping	Tijolo: Shoppings	Rio Bravo Investimentos	0,0075	R$0,46	R$1,08 B	R$88,73	15/05/1996	Renda Gestão Passiva	12.203.833	0,00187	0,00571	0,00571	10
AFCR11	AF Invest FII Recebíveis Imobiliários	Papel: CRIs	CM Capital Markets	0,0126	R$1,30	R$154,89 M	R$102,29	05/09/2019	Híbrido Gestão Ativa	1.514.227	0,00167	0,01036	0,01036	10
AFHI11	AF Invest CRI	Papel: CRIs	BTG Pactual	0,0124	R$1,20	R$174,74 M	R$97,75	20/10/2020	Títulos e Valores Mobiliários Gestão Ativa	1.787.671	0,00230	0,00921	0,00921	7
AFOF11	Alianza FOF	Papel: Fundo de Fundos	BRL Trust DTVM	0,0105	R$0,84	R$68,63 M	R$99,29	22/01/2020	Títulos e Valores Mobiliários Gestão Ativa	691.192	0,00996	0,01358	0,01358	5
AIEC11	Autonomy Edifícios Corporativos	Tijolo: Escritórios	Modal DTVM	0,0086	R$0,61	R$485,67 M	R$100,66	24/08/2020	Renda Gestão Ativa	4.824.987	0,00070	0,00683	0,00683	10
ALMI11	Torre Almirante	Tijolo: Escritórios	BTG Pactual	0,0004	R$0,37	R$228,90 M	R$2.058,91	03/01/2006	Renda Gestão Passiva	111.177	0,01132	0,01516	0,01516	10
ALZR11	Alianza Trust Renda Imobiliária	Tijolo: Híbrido	BTG Pactual	0,0062	R$0,64	R$643,01 M	R$108,58	20/10/2017	Renda Gestão Ativa	5.922.011	0,00070	0,00526	0,00526	10
ANCR11B	Ancar IC	Tijolo: Shoppings	Genial Investimentos Corretora de Valores	0,015600000000000001	R$52,60	R$1,52 B	R$3.359,75	11/04/2011	Desenvolvimento para Renda Gestão Ativa	451.113	-1.0	-1.0	0	0
ARCT11	Riza Arctium Real Estate	Tijolo: Galpões	BTG Pactual	0,0144	R$1,44	R$164,85 M	R$103,19	31/07/2017	Híbrido Gestão Ativa	1.597.568	0,00438	0,00983	0,00983	10
ARRI11	Átrio Reit Recebíveis Imobiliários	Papel: CRIs	Oliveira Trust	0,0151	R$1,41	R$99,04 M	R$94,47	01/07/2019	Títulos e Valores Mobiliários Gestão Ativa	1.048.320	0,00267	0,01150	0,01150	10
ATCR11	HAZ	Tijolo: Escritórios	RJI CTVM LTDA	0,0	R$0,22	R$72,55 M	R$78,10	12/11/2004	Títulos e Valores Mobiliários Gestão Ativa	928.908	-1.0	-1.0	0	0
ATSA11	Hedge Atrium Shopping Santo André	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,0025	R$0,25	R$172,43 M	R$98,47	13/12/2010	Desenvolvimento para Renda Gestão Passiva	1.751.141	0,00134	0,00269	0,00269	7
BARI11	Barigui Rendimento Imobiliários I	Papel: CRIs	Oliveira Trust	0,0115	R$1,15	R$472,35 M	R$101,93	05/07/2018	Títulos e Valores Mobiliários Gestão Ativa	4.634.191	0,00250	0,01139	0,01139	10
BBFI11B	BB Progressivo	Tijolo: Escritórios	BTG Pactual	0,0132	R$26,29	R$329,83 M	R$2.537,14	26/07/2004	Renda Gestão Passiva	130.000	0,00155	0,01132	0,01132	10
BBFO11	BB Fundo de Fundos	Papel: Fundo de Fundos	BB Gestão de Recursos	0,0089	R$0,62	R$344,50 M	R$86,04	26/10/2020	Títulos e Valores Mobiliários Gestão Passiva	4.003.900	0,00150	0,00633	0,00633	10
BBIM11	BB Recebiveis Imobiliários	Papel: CRIs	BB Gestão de Recursos	0,0	R$0,90	R$49,75 M	R$48,07	12/09/2014	Títulos e Valores Mobiliários Gestão Ativa	1.035.000	-1.0	-1.0	0	0
BBPO11	BB Progressivo II	Tijolo: Bancário	Votorantim Asset Management	0,01	R$0,87	R$1,53 B	R$95,98	30/09/2011	Renda Gestão Passiva	15.919.690	0,00074	0,00909	0,00909	10
BBRC11	BB Renda Corporativa	Tijolo: Bancário	Votorantim Asset Management	0,0105	R$0,92	R$180,68 M	R$113,63	29/12/2010	Desenvolvimento para Renda Gestão Passiva	1.590.000	0,00044	0,00783	0,00783	10
BCFF11	BTG Pactual Fundo de Fundos	Papel: Fundo de Fundos	BTG Pactual	0,008100000000000001	R$0,50	R$1,98 B	R$78,57	27/08/2009	Títulos e Valores Mobiliários Gestão Ativa	25.186.378	0,00057	0,00634	0,00634	10
BCIA11	Bradesco Carteira Imobiliária Ativa	Papel: Fundo de Fundos	Banco Bradesco	0,008	R$0,64	R$380,71 M	R$102,37	03/11/2014	Títulos e Valores Mobiliários Gestão Ativa	3.719.038	0,00062	0,00663	0,00663	10
BCRI11	Banestes Recebíveis Imobiliários	Papel: CRIs	BRL Trust DTVM	0,0109	R$1,13	R$662,68 M	R$105,89	28/04/2015	Títulos e Valores Mobiliários Gestão Ativa	6.257.873	0,00177	0,01045	0,01045	10
BICE11	Brio Crédito Estruturado	Papel: CRIs	BRL Trust DTVM	0,0	R$0,00	R$10,52 M	R$948,56	16/10/2020	Títulos e Valores Mobiliários Gestão Ativa	11.091	-1.0	-1.0	0	0
BICR11	Inter Títulos Imobiliários	Papel: CRIs	Inter DTVM	0,005600000000000001	R$0,53	R$49,26 M	R$98,52	05/07/2019	Renda Gestão Ativa	500.000	0,00118	0,00367	0,00367	10
BIME11	Brio Multiestrategia	Indefinido	BRL Trust DTVM	0,0	R$0,00	R$58,46 M	R$10,00	18/06/2021	Renda Gestão Ativa	5.845.602	-1.0	-1.0	0	0
BLCP11	Bluecap Renda Logística	Tijolo: Galpões	BTG Pactual	0,0006	R$0,04	R$225,88 M	R$98,37	27/01/2020	Renda Gestão Ativa	2.296.282	0,00068	0,00585	0,00585	6
BLMC11	Bluemacaw Crédito Imobiliário	Papel: CRIs	BTG Pactual	0,010700000000000001	R$1,05	R$39,96 M	R$100,02	22/01/2021	Títulos e Valores Mobiliários Gestão Ativa	399.500	0,00078	0,01000	0,01000	3
BLMG11	Bluemacaw Logística	Tijolo: Galpões	Vórtx DTVM LTDA	0,0102	R$0,90	R$378,55 M	R$99,34	13/11/2019	Renda Gestão Ativa	3.810.588	0,00136	0,00860	0,00860	9
BLMO11	Bluemacaw Office Fund II	Tijolo: Escritórios	BRL Trust DTVM	0,0	R$0,00	R$98,80 M	R$26.020,67	04/12/2019	Híbrido Gestão Ativa	3.797	-1.0	-1.0	0	0
BLMR11	Bluemacaw Renda+ FOF	Papel: Fundo de Fundos	BRL Trust DTVM	0,009399999999999999	R$0,07	R$219,09 M	R$8,58	04/08/2020	Títulos e Valores Mobiliários Gestão Ativa	25.541.630	0,00117	0,00759	0,00759	9
BMII11	Brasilio Machado	Tijolo: Escritórios	Rio Bravo Investimentos	0,0	R$0,23	R$69,94 M	R$499,56	18/08/1997	Desenvolvimento para Renda Gestão Ativa	140.000	-1.0	-1.0	0	0
BMLC11	BM Brascan Lajes Corporativas	Tijolo: Escritórios	BTG Pactual	0,0068000000000000005	R$0,60	R$106,57 M	R$106,74	21/09/2011	Títulos e Valores Mobiliários Gestão Ativa	998.405	0,00060	0,00615	0,00615	10
BNFS11	Banrisul Novas Fronteiras	Tijolo: Bancário	Oliveira Trust	0,010700000000000001	R$1,26	R$72,82 M	R$104,03	09/05/2012	Desenvolvimento para Renda Gestão Ativa	700.000	0,00072	0,00871	0,00871	10
BPFF11	Brasil Plural Absoluto Fundo de Fundos	Papel: Fundo de Fundos	Genial Investimentos Corretora de Valores	0,009399999999999999	R$0,57	R$347,40 M	R$77,33	11/12/2012	Renda Gestão Ativa	4.492.326	0,00055	0,00753	0,00753	10
BPML11	BTG Pactual Shoppings	Tijolo: Shoppings	BTG Pactual	0,0038	R$0,30	R$571,76 M	R$132,81	22/07/2019	Renda Gestão Passiva	4.305.079	0,00117	0,00441	0,00441	10
BPRP11	FII BRLPROP	Tijolo: Galpões	BTG Pactual	0,008100000000000001	R$0,78	R$145,80 M	R$108,01	07/03/2018	Renda Gestão Passiva	1.349.837	0,00050	0,00697	0,00697	9
BRCO11	Bresco Logística	Tijolo: Galpões	Oliveira Trust	0,0068000000000000005	R$0,57	R$1,60 B	R$108,57	13/07/2016	Híbrido Gestão Ativa	14.778.781	0,00043	0,00524	0,00524	10
BRCR11	BTG Pactual Corporate Office	Tijolo: Escritórios	BTG Pactual	0,0073	R$0,46	R$2,85 B	R$107,12	21/05/2007	Híbrido Gestão Ativa	26.638.202	0,00055	0,00584	0,00584	10
BREV11	Brazil Real Estate Victory Fund I	Tijolo: Escritórios	BR-CAPITAL	0,0051	R$0,49	R$101,67 M	R$105,12	22/09/2016	Renda Gestão Ativa	967.201	0,00095	0,00447	0,00447	3
BRHT11B	BR Hotéis	Tijolo: Hotéis	BNY Mellon	0,0	R$0,86	R$150,90 M	R$81,94	18/12/2012	Não Informado	1.841.677	-1.0	-1.0	0	0
BRIM11	Brio Real Estate II	Tijolo: Desenvolvimento	BRL Trust DTVM	0,0	R$0,00	R$120,88 M	R$973,77	23/12/2015	Híbrido Gestão Ativa	124.137	-1.0	-1.0	0	0
BRIP11	Brio Real Estate III	Tijolo: Desenvolvimento	BRL Trust DTVM	0,0	R$0,00	R$116,64 M	R$984,51	08/07/2020	Híbrido Gestão Ativa	118.474	-1.0	-1.0	0	0
BRLA11	BRL Prop II	Tijolo: Galpões	BTG Pactual	0,0070999999999999995	R$0,96	R$240,06 M	R$161,33	24/07/2020	Renda Gestão Passiva	1.488.031	0,00000	0,00640	0,00640	1
BTAL11	BTG Pactual Agro Logística	Tijolo: Outros	BTG Pactual	0,0091	R$0,80	R$614,16 M	R$102,66	22/01/2021	Renda Gestão Ativa	5.982.736	0,00232	0,00603	0,00603	9
BTCR11	BTG Pactual Crédito Imobiliário	Papel: CRIs	BTG Pactual	0,009000000000000001	R$0,80	R$471,12 M	R$97,94	01/03/2018	Títulos e Valores Mobiliários Gestão Ativa	4.810.097	0,00069	0,00749	0,00749	10
BTLG11	BTG Pactual Logística	Tijolo: Galpões	BTG Pactual	0,0073	R$0,72	R$1,53 B	R$100,28	16/04/2010	Renda Gestão Ativa	15.228.960	0,00062	0,00617	0,00617	10
BTRA11	BTG Pactual Terras Agrícolas	Indefinido	BTG Pactual	0,009000000000000001	R$0,78	R$336,04 M	R$99,88	14/04/2021	Renda Gestão Ativa	3.364.559	0,00250	0,00602	0,00602	4
BTSG11	BTSP I	Tijolo: Desenvolvimento	Inter DTVM	0,0	R$0,00	R$75,49 M	R$97,40	17/02/2020	Desenvolvimento para Renda Gestão Ativa	775.015	-1.0	-1.0	0	0
BTWR11	Btowers	Tijolo: Escritórios	BRL Trust DTVM	0,0025	R$0,27	R$87,69 M	R$108,36	28/07/2014	Renda Gestão Passiva	809.270	-1.0	-1.0	0	0
BVAR11	Brasil Varejo	Tijolo: Varejo	Rio Bravo Investimentos	0,12390000000000001	R$12,39	R$615,24 M	R$983,53	27/10/2014	Renda Gestão Passiva	625.540	-1.0	-1.0	0	0
BZLI11	Brazil Realty	Híbrido (Tijolo/Papel)	Índigo Investimentos DTVM	0,0	R$0,00	R$430,92 M	R$10,95	--/--/--	Títulos e Valores Mobiliários Gestão Ativa	39.343.807	-1.0	-1.0	0	0
CARE11	Brazilian Graveyard and Death Care	Tijolo: Outros	Planner Trustee DTVM LTDA	0,0044	R$0,00	R$285,29 M	R$1,60	12/12/2011	Títulos e Valores Mobiliários Gestão Ativa	178.866.845	0,00205	0,00324	0,00324	9
CBOP11	Castello Branco Office Park	Tijolo: Escritórios	Credit Suisse Hedging-Griffo	0,008100000000000001	R$0,49	R$131,82 M	R$93,16	17/12/2012	Renda Gestão Passiva	1.415.000	0,00043	0,00688	0,00688	10
CEOC11	Cyrela Commercial Properties	Tijolo: Escritórios	BTG Pactual	0,0086	R$0,46	R$156,47 M	R$86,18	04/10/2012	Renda Gestão Passiva	1.815.696	0,00054	0,00687	0,00687	10
CFHI11	CF2	Tijolo: Desenvolvimento	Vórtx DTVM LTDA	0,0	R$36,51	R$80,50 M	R$1.063,74	23/09/2019	Híbrido Gestão Ativa	75.680	-1.0	-1.0	0	0
CJCT11	Cidade Jardim Continental Tower	Tijolo: Escritórios	Hedge Investments DTVM LTDA	0,0048	R$0,33	R$176,33 M	R$65,07	15/12/2010	Renda Gestão Passiva	2.710.000	0,00242	0,00188	0,00188	9
CNES11	CENESP	Tijolo: Escritórios	BTG Pactual	0,0026	R$0,10	R$257,17 M	R$87,20	06/04/2011	Renda Gestão Passiva	2.949.248	0,00085	0,00252	0,00252	10
CORM11	Core Metropolis	Tijolo: Híbrido	BTG Pactual	0,011000000000000001	R$1,10	R$86,47 M	R$94,27	08/12/2020	Híbrido Gestão Ativa	917.304	0,00033	0,01023	0,01023	6
CPFF11	Capitania Reit FoF	Papel: Fundo de Fundos	BTG Pactual	0,0077	R$0,52	R$421,94 M	R$77,42	03/12/2019	Títulos e Valores Mobiliários Gestão Ativa	5.449.778	0,00083	0,00920	0,00920	10
CPTS11	Capitania Securities II	Papel: CRIs	BTG Pactual	0,010700000000000001	R$1,01	R$2,42 B	R$93,69	13/08/2014	Títulos e Valores Mobiliários Gestão Ativa	25.781.435	0,00022	0,01012	0,01012	10
CRFF11	Caixa Rio Bravo II	Papel: Fundo de Fundos	Caixa Econômica Federal	0,0060999999999999995	R$0,40	R$59,34 M	R$85,99	05/11/2018	Títulos e Valores Mobiliários Gestão Ativa	690.040	0,00039	0,00581	0,00581	10
CTXT11	Centro Têxtil Internacional	Tijolo: Outros	Rio Bravo Investimentos	0,0005	R$0,01	R$122,56 M	R$47,24	01/08/1995	Desenvolvimento para Renda Gestão Passiva	2.594.279	0,00233	0,00322	0,00322	10
CVBI11	VBI CRI	Papel: CRIs	BRL Trust DTVM	0,011699999999999999	R$1,12	R$992,56 M	R$100,09	11/10/2017	Títulos e Valores Mobiliários Gestão Ativa	9.916.926	0,00131	0,01002	0,01002	10
CXCE11B	Caixa Cedae	Tijolo: Escritórios	Caixa Econômica Federal	0,0084	R$0,33	R$139,24 M	R$81,29	11/08/2009	Renda Gestão Passiva	1.712.950	0,00313	0,01100	0,01100	10
CXCO11	Caixa Imóveis Corporativos	Tijolo: Escritórios	Vórtx DTVM LTDA	0,0092	R$0,65	R$394,14 M	R$100,43	10/12/2020	Renda Gestão Ativa	3.924.500	0,00053	0,00673	0,00673	7
CXRI11	Caixa Rio Bravo	Papel: Fundo de Fundos	Caixa Econômica Federal	0,0066	R$0,45	R$137,15 M	R$87,04	24/12/2012	Títulos e Valores Mobiliários Gestão Ativa	1.575.760	0,00059	0,00582	0,00582	10
CXTL11	Caixa SEQ Logística Renda	Tijolo: Galpões	Caixa Econômica Federal	0,0026	R$0,78	R$33,90 M	R$632,44	04/11/2010	Renda Gestão Passiva	53.597	0,00508	0,00490	0,00490	8
CYCR11	Cyrela Crédito	Papel: CRIs	Banco Genial	0,011000000000000001	R$1,10	R$49,71 M	R$93,79	07/04/2021	Títulos e Valores Mobiliários Gestão Ativa	530.000	-1.0	-1.0	0	0
DAMT11B	Diamante	Tijolo: Shoppings	BTG Pactual	0,0	R$0,00	R$108,36 M	R$0,89	--/--/--	Renda Gestão Passiva	122.141.226	-1.0	-1.0	0	0
DEVA11	Devant Recebíveis Imobiliários	Papel: CRIs	Vórtx DTVM LTDA	0,0143	R$1,40	R$1,05 B	R$95,80	02/07/2020	Títulos e Valores Mobiliários Gestão Ativa	10.947.069	0,00136	0,01229	0,01229	10
DMAC11	MAC FII	Tijolo: Desenvolvimento	Oliveira Trust	0,22769999999999999	R$2,96	R$1,37 M	R$8,75	27/07/2018	Desenvolvimento para Venda Gestão Passiva	156.108	0,12197	0,06704	0,06704	10
DOVL11B	DOVEL	Tijolo: Escritórios	BNY Mellon	0,0003	R$0,30	R$71,29 M	R$1.144,69	28/11/2008	Títulos e Valores Mobiliários Gestão Ativa	62.278	-1.0	-1.0	0	0
DRIT11B	Multigestão Renda Comercial	Tijolo: Escritórios	Banco Daycoval S.A.	0,0054	R$0,49	R$60,85 M	R$131,34	09/12/2008	Desenvolvimento para Renda Gestão Ativa	463.277	0,00085	0,00346	0,00346	7
DVFF11	Devant	Papel: Híbrido	Banco Daycoval S.A.	0,0083	R$0,75	R$93,89 M	R$85,28	09/04/2021	Títulos e Valores Mobiliários Gestão Ativa	1.100.950	0,00031	0,00763	0,00763	3
EDFO11B	Edifício Ourinvest	Tijolo: Escritórios	Oliveira Trust	0,0059	R$1,32	R$50,58 M	R$214,34	27/07/2004	Renda Gestão Passiva	236.000	0,00029	0,00556	0,00556	8
EDGA11	Edifício Galeria	Tijolo: Escritórios	BTG Pactual	0,005	R$0,12	R$300,15 M	R$78,74	28/03/2012	Renda Gestão Passiva	3.812.055	0,00232	0,00518	0,00518	10
EGYR11	Energy Resort	Tijolo: Desenvolvimento	Reag DTVM	0,0	R$0,00	R$93,24 M	R$12,48	28/09/2020	Títulos e Valores Mobiliários Gestão Passiva	7.471.431	-1.0	-1.0	0	0
ELDO11B	Eldorado	Tijolo: Shoppings	Rio Bravo Investimentos	0,002	R$2,20	R$973,33 M	R$1.236,36	04/03/2011	Renda Gestão Passiva	787.256	-1.0	-1.0	0	0
EQIN11	NCH EQI High Yield Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,0138	R$1,24	R$135,59 M	R$94,03	25/10/2013	Títulos e Valores Mobiliários Gestão Ativa	1.441.970	0,00188	0,00959	0,00959	10
EQIR11	EQI Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,0	R$0,00	R$50,24 M	R$99,98	22/07/2021	Títulos e Valores Mobiliários Gestão Ativa	502.500	-1.0	-1.0	0	0
ERCR11	Estoque Residencial e Comercial Rio de Janeiro	Tijolo: Desenvolvimento	Oliveira Trust	0,0	R$1,17	R$179,29 M	R$75.459,52	30/09/2020	Desenvolvimento para Renda Gestão Passiva	2.376	-1.0	-1.0	0	0
ERPA11	Europa 105	Tijolo: Escritórios	Oliveira Trust	0,0	R$0,00	R$52,99 M	R$106,82	25/02/2019	Renda Gestão Passiva	496.110	-1.0	-1.0	0	0
EURO11	EUROPAR	Tijolo: Galpões	COINVALORES	0,0078000000000000005	R$1,50	R$109,02 M	R$283,97	03/12/2002	Híbrido Gestão Passiva	383.936	0,00047	0,00679	0,00679	10
EVBI11	VBI Consumo Essencial	Tijolo: Outros	BRL Trust DTVM	0,006500000000000001	R$0,64	R$109,89 M	R$101,52	27/09/2019	Renda Gestão Ativa	1.082.460	0,00021	0,00634	0,00634	5
FAED11	Anhanguera Educacional	Tijolo: Educacional	BTG Pactual	0,0084	R$1,13	R$137,41 M	R$213,98	27/08/2009	Renda Gestão Passiva	642.168	0,00055	0,00729	0,00729	10
FAMB11B	Edifício Almirante Barroso	Tijolo: Escritórios	BTG Pactual	0,0091	R$9,16	R$361,37 M	R$3.448,14	06/03/2003	Renda Gestão Passiva	104.800	0,00155	0,00884	0,00884	10
FATN11	Athena I	Tijolo: Escritórios	BR-CAPITAL	0,0074	R$0,74	R$81,26 M	R$100,19	28/05/2018	Renda Gestão Ativa	811.104	0,00036	0,00663	0,00663	8
FCFL11	Campus Faria Lima	Tijolo: Educacional	BTG Pactual	0,0077	R$0,74	R$352,51 M	R$101,47	18/02/2010	Renda Gestão Passiva	3.474.010	0,00074	0,00614	0,00614	10
FEXC11	BTG Pactual Fundo de CRI	Papel: CRIs	BTG Pactual	0,0102	R$0,82	R$572,89 M	R$93,86	10/04/2008	Títulos e Valores Mobiliários Gestão Ativa	6.103.509	0,00117	0,00858	0,00858	10
FIGS11	General Shopping Ativo e Renda	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,006	R$0,30	R$268,81 M	R$94,32	04/02/2013	Renda Gestão Passiva	2.850.000	0,00138	0,00394	0,00394	10
FIIB11	Industrial do Brasil	Tijolo: Galpões	COINVALORES	0,0076	R$3,30	R$303,19 M	R$442,62	29/07/2011	Híbrido Gestão Passiva	685.000	0,00066	0,00657	0,00657	10
FIIP11B	RB Capital Renda I	Tijolo: Galpões	Oliveira Trust	0,0085	R$1,30	R$185,75 M	R$200,35	23/03/2007	Renda Gestão Passiva	927.162	0,00069	0,00640	0,00640	10
FINF11	Infra Real State	Tijolo: Galpões	Planner Trustee DTVM LTDA	0,0	R$0,18	R$91,75 M	R$111,88	04/10/2013	Desenvolvimento para Renda Gestão Ativa	820.113	-1.0	-1.0	0	0
FISC11	SC 401	Tijolo: Escritórios	BR-CAPITAL	0,0019	R$0,31	R$255,25 M	R$155,37	11/05/2012	Renda Gestão Ativa	1.642.916	-1.0	-1.0	0	0
FISD11	São Domingos	Papel: CRIs	RJI CTVM LTDA	0,0321	R$6,53	R$110,75 M	R$103,26	09/04/2014	Títulos e Valores Mobiliários Gestão Ativa	1.072.588	-1.0	-1.0	0	0
FIVN11	Vida Nova	Tijolo: Shoppings	Oliveira Trust	0,0	R$0,00	R$64,58 M	R$6,86	01/07/2014	Renda Gestão Passiva	9.412.630	-1.0	-1.0	0	0
FLCR11	Faria Lima Capital Recebíveis Imobiliários I	Papel: CRIs	BRL Trust DTVM	0,013999999999999999	R$1,40	R$50,19 M	R$100,38	04/09/2019	Títulos e Valores Mobiliários Gestão Ativa	500.000	0,00170	0,01036	0,01036	10
FLMA11	Continental Square Faria Lima	Tijolo: Escritórios	BR-CAPITAL	0,0052	R$0,60	R$214,77 M	R$155,55	09/11/2000	Renda Gestão Ativa	1.380.670	0,00073	0,00379	0,00379	10
FLRP11	Floripa Shopping	Tijolo: Shoppings	BTG Pactual	0,0049	R$6,00	R$108,64 M	R$1.665,50	03/09/2009	Renda Gestão Passiva	65.232	0,00071	0,00420	0,00420	10
FMOF11	Memorial Office	Tijolo: Escritórios	COIN DTVM	0,0004	R$0,03	R$66,98 M	R$131,85	09/12/1996	Renda Gestão Passiva	508.008	0,00338	0,00472	0,00472	9
FPAB11	Projeto Agua Branca	Tijolo: Escritórios	COIN DTVM	0,0060999999999999995	R$1,20	R$336,15 M	R$448,20	01/05/1998	Renda Gestão Passiva	750.000	0,00070	0,00485	0,00485	10
FPNG11	Pedra Negra Renda Imobiliária	Tijolo: Escritórios	BR-CAPITAL	0,0062	R$0,62	R$165,33 M	R$166,92	16/01/2013	Renda Gestão Ativa	990.500	-1.0	-1.0	0	0
FTCE11B	Opportunity	Híbrido (Tijolo/Papel)	BRL Trust DTVM	0,0318	R$93,89	R$2,51 B	R$2.746,11	28/02/1996	Híbrido Gestão Ativa	912.380	-1.0	-1.0	0	0
FVPQ11	Via Parque Shopping	Tijolo: Shoppings	Rio Bravo Investimentos	0,0033	R$0,34	R$549,70 M	R$196,31	06/11/1995	Renda Gestão Passiva	2.800.149	0,00237	0,00416	0,00416	10
GALG11	Guardian Logística	Tijolo: Galpões	BRL Trust DTVM	0,0086	R$0,84	R$578,89 M	R$103,13	20/07/2020	Híbrido Gestão Ativa	5.613.031	0,00036	0,00771	0,00771	10
GCFF11	Galapagos	Papel: Fundo de Fundos	BTG Pactual	0,009899999999999999	R$0,67	R$29,96 M	R$88,47	01/04/2020	Títulos e Valores Mobiliários Gestão Ativa	338.598	0,00075	0,00868	0,00868	10
GCRI11	Galapagos Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,0109	R$1,03	R$101,56 M	R$101,53	02/12/2020	Títulos e Valores Mobiliários Gestão Ativa	1.000.320	0,00044	0,01000	0,01000	7
GESE11B	General Severiano	Tijolo: Educacional	Oliveira Trust	0,0055000000000000005	R$8,28	R$86,16 M	R$1.657,00	04/05/2016	Renda Gestão Passiva	52.000	-1.0	-1.0	0	0
GGRC11	GGR Covepi Renda	Tijolo: Galpões	CM Capital Markets	0,008199999999999999	R$0,80	R$1,02 B	R$131,76	11/01/2017	Híbrido Gestão Ativa	7.758.429	0,00099	0,00628	0,00628	10
GSFI11	General Shopping e Outlets do Brasil	Tijolo: Shoppings	Planner Trustee DTVM LTDA	0,0002	R$0,00	R$902,91 M	R$13,18	08/04/2010	Renda Gestão Ativa	68.482.196	0,00000	0,00030	0,00030	1
GTLG11	Gtis Brazil Logistics	Tijolo: Galpões	BRL Trust DTVM	0,0070999999999999995	R$0,73	R$717,46 M	R$100,02	--/--/--	Renda Gestão Ativa	7.173.000	0,00000	0,00720	0,00720	1
GTWR11	Green Towers	Tijolo: Escritórios	Votorantim Asset Management	0,009399999999999999	R$0,67	R$1,21 B	R$100,91	05/11/2015	Renda Gestão Ativa	12.000.000	0,00072	0,00677	0,00677	10
HAAA11	Hedge AAA	Tijolo: Escritórios	Hedge Investments DTVM LTDA	0,005699999999999999	R$0,54	R$327,44 M	R$94,77	17/04/2017	Renda Gestão Ativa	3.455.000	0,00024	0,00531	0,00531	8
HABT11	Habitat II FII	Papel: CRIs	Vórtx DTVM LTDA	0,0134	R$1,50	R$519,46 M	R$95,98	09/05/2019	Títulos e Valores Mobiliários Gestão Ativa	5.412.107	0,00182	0,01279	0,01279	10
HBCR11	HBC Renda Urbana	Tijolo: Escritórios	Banco Genial	0,0097	R$1,12	R$25,19 M	R$92,60	15/10/2020	Desenvolvimento para Renda Gestão Ativa	272.000	0,00000	0,01030	0,01030	1
HBRH11	Multi Renda Urbana	Tijolo: Escritórios	BRL Trust DTVM	0,008100000000000001	R$0,65	R$295,86 M	R$106,72	17/08/2018	Renda Gestão Ativa	2.772.204	0,00060	0,00691	0,00691	10
HCHG11	Hectare Recebíveis High Grade	Papel: CRIs	Vórtx DTVM LTDA	0,008	R$0,70	R$110,68 M	R$92,23	06/01/2021	Títulos e Valores Mobiliários Gestão Ativa	1.200.000	0,00176	0,00577	0,00577	4
HCRI11	Hospital da Criança	Tijolo: Hospital	BTG Pactual	0,0098	R$3,43	R$59,83 M	R$299,14	02/10/2000	Renda Gestão Passiva	200.000	0,00094	0,00740	0,00740	10
HCST11	Hectare Desenvolvimento Student Housing	Tijolo: Shoppings	Vórtx DTVM LTDA	0,0	R$0,00	R$30,16 M	R$105,10	--/--/--	Desenvolvimento para Renda Gestão Ativa	286.943	-1.0	-1.0	0	0
HCTR11	Hectare CE FII	Papel: CRIs	Vórtx DTVM LTDA	0,013500000000000002	R$1,60	R$2,30 B	R$116,77	15/09/2018	Títulos e Valores Mobiliários Gestão Ativa	19.720.457	0,00076	0,01313	0,01313	10
HFOF11	Hedge Top FOFII 3	Papel: Fundo de Fundos	Hedge Investments DTVM LTDA	0,0078000000000000005	R$0,60	R$2,00 B	R$87,15	19/10/2017	Títulos e Valores Mobiliários Gestão Ativa	22.975.000	0,00066	0,00620	0,00620	10
HGBS11	Hedge Brasil Shopping	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,005699999999999999	R$0,90	R$2,13 B	R$212,77	28/12/2006	Renda Gestão Ativa	10.000.000	0,00111	0,00327	0,00327	10
HGCR11	CSHG Recebíveis Imobiliários	Papel: CRIs	Credit Suisse Hedging-Griffo	0,009000000000000001	R$0,90	R$1,25 B	R$101,39	13/01/2010	Títulos e Valores Mobiliários Gestão Ativa	12.372.450	0,00220	0,00774	0,00774	10
HGFF11	CSHG Imobiliário FOF	Papel: Fundo de Fundos	Credit Suisse Hedging-Griffo	0,0085	R$0,55	R$252,34 M	R$88,12	20/02/2019	Títulos e Valores Mobiliários Gestão Ativa	2.863.597	0,00052	0,00620	0,00620	10
HGIC11	HGI Créditos Imobiliários	Papel: CRIs	Vórtx DTVM LTDA	0,009399999999999999	R$1,00	R$24,35 M	R$104,67	06/11/2020	Títulos e Valores Mobiliários Gestão Ativa	232.632	0,00135	0,00769	0,00769	7
HGLG11	CSHG Logística	Tijolo: Galpões	Credit Suisse Hedging-Griffo	0,006999999999999999	R$1,10	R$3,14 B	R$147,24	08/06/2010	Renda Gestão Ativa	21.313.413	0,00245	0,00631	0,00631	10
