ticker	name	fundType	manager	lastDividendYield	lastEarning	equity	equityPerShare	registrationDate	managementType	shareQuantity	standardDeviation	mean	median	sampleSize
RSPD11	RB Capital Desenvolvimento Residencial III	Tijolo: Desenvolvimento	Oliveira Trust	0,0	R$0,00	R$170,21 M	R$1.142,49	14/12/2017	Desenvolvimento para Venda Gestão Ativa	148.986	-1.0	-1.0	0	0
RVBI11	VBI REITS FOF	Papel: Fundo de Fundos	BRL Trust DTVM	0,0089	R$0,75	R$127,54 M	R$88,57	26/11/2019	Renda Gestão Ativa	1.440.000	0,00041	0,00785	0,00785	10
RZAK11	Riza Akin	Papel: CRIs	BTG Pactual	0,0086	R$0,75	R$288,30 M	R$96,04	02/09/2020	Títulos e Valores Mobiliários Gestão Ativa	3.001.734	0,00322	0,00731	0,00731	8
RZTR11	Riza Terrax	Indefinido	Brasil Plural S.A. Banco Múltiplo	0,0096	R$0,95	R$1,09 B	R$98,44	28/08/2020	Renda Gestão Ativa	11.048.018	0,00137	0,00797	0,00797	10
SADI11	Santander Papeis Imobiliários CDI	Papel: CRIs	Santander Caceis Brasil DTVM	0,0055000000000000005	R$0,46	R$319,66 M	R$100,51	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	3.180.207	0,00122	0,00349	0,00349	10
SAIC11B	Sia Corporate	Tijolo: Escritórios	BRB DTVM	0,0184	R$0,66	R$77,52 M	R$54,22	18/03/2014	Desenvolvimento para Renda Gestão Passiva	1.429.740	-1.0	-1.0	0	0
SARE11	Santander Renda de Alugueis	Indefinido	Santander Caceis Brasil DTVM	0,0079	R$0,60	R$922,41 M	R$99,89	27/09/0209	Renda Gestão Ativa	9.234.329	0,00130	0,00617	0,00617	10
SCPF11	SCP	Tijolo: Shoppings	BR-CAPITAL	0,0037	R$0,03	R$53,30 M	R$12,69	03/01/1997	Renda Gestão Ativa	4.200.000	0,00174	0,00239	0,00239	10
SDIL11	SDI Logística Rio	Tijolo: Galpões	Rio Bravo Investimentos	0,0085	R$0,72	R$647,39 M	R$101,23	23/08/2012	Renda Gestão Ativa	6.395.050	0,00067	0,00634	0,00634	10
SEQR11	Sequoia III Renda Imobiliária	Indefinido	Vórtx DTVM LTDA	0,0085	R$0,69	R$168,06 M	R$104,48	31/12/2019	Renda Gestão Ativa	1.608.552	0,00062	0,00785	0,00785	6
SFND11	São Fernando	Tijolo: Escritórios	Rio Bravo Investimentos	0,0	R$5,51	R$17,57 M	R$17,90	19/06/2008	Renda Gestão Passiva	981.472	-1.0	-1.0	0	0
SHDP11B	Shopping Parque Dom Pedro	Tijolo: Shoppings	BTG Pactual	0,004699999999999999	R$5,69	R$2,15 B	R$1.487,83	16/12/2004	Renda Gestão Passiva	1.446.687	-1.0	-1.0	0	0
SHOP11	Multi Shoppings	Tijolo: Shoppings	Banco Modal S.A.	0,0	R$0,00	R$84,42 M	R$56,99	16/07/2015	Renda Gestão Ativa	1.481.266	-1.0	-1.0	0	0
SHPH11	Shopping Patio Higienopolis	Tijolo: Shoppings	Rio Bravo Investimentos	0,0037	R$3,03	R$502,78 M	R$825,65	07/12/1999	Renda Gestão Passiva	608.950	0,00111	0,00350	0,00350	10
SJAU11	SJ AU Logística	Tijolo: Galpões	Vórtx DTVM LTDA	0,0	R$0,00	R$791,45 M	R$99,78	12/06/2017	Renda Gestão Passiva	7.932.248	-1.0	-1.0	0	0
SNCI11	Suno Recebíveis	Papel: CRIs	BTG Pactual	0,0077	R$0,78	R$97,18 M	R$100,61	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	965.941	0,00000	0,00760	0,00760	1
SNFF11	Suno Fundo de Fundos	Papel: Fundo de Fundos	BTG Pactual	0,0076	R$0,70	R$230,64 M	R$92,25	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	2.500.000	0,00232	0,00516	0,00516	5
SOLR11	Solarium	Tijolo: Outros	Banco Genial	0,013000000000000001	R$15,90	R$63,38 M	R$1.007,96	07/10/2016	Híbrido Gestão Ativa	62.883	-1.0	-1.0	0	0
SPAF11	SPA Fundo de Investimento Imobiliário	Tijolo: Shoppings	Brasil Plural S.A. Banco Múltiplo	0,0	R$3,39	R$11,33 M	R$1.005,18	18/06/2016	Desenvolvimento para Renda Gestão Ativa	11.270	-1.0	-1.0	0	0
SPTW11	SP Downtown	Tijolo: Escritórios	Genial Investimentos Corretora de Valores	0,0077	R$0,36	R$93,34 M	R$51,91	18/04/2013	Renda Gestão Passiva	1.798.000	0,01835	0,01930	0,01930	10
STRX11	STARX FII	Tijolo: Desenvolvimento	Oliveira Trust	0,0	R$0,59	R$296,12 M	R$183,52	22/09/2010	Híbrido Gestão Passiva	1.613.559	-1.0	-1.0	0	0
TBOF11	TB Office	Tijolo: Escritórios	BTG Pactual	0,0008	R$0,09	R$1,03 M	R$0,10	28/12/2012	Renda Gestão Passiva	10.050.000	0,00032	0,00331	0,00331	7
TCIN11	G5 Cidade Nova	Tijolo: Escritórios	Singulare CTVM	0,0	R$0,00	R$117,54 M	R$141,41	30/10/2021	Renda Gestão Ativa	831.197	-1.0	-1.0	0	0
TCPF11	Treecorp Real Estate	Indefinido	BR-CAPITAL	0,0	R$3,19	R$32,42 M	R$109,03	03/03/2017	Renda Gestão Ativa	297.327	-1.0	-1.0	0	0
TEPP11	Tellus Properties	Tijolo: Escritórios	BRL Trust DTVM	0,0066	R$0,48	R$397,95 M	R$94,26	12/12/2016	Renda Gestão Ativa	4.221.967	0,00050	0,00554	0,00554	10
TGAR11	TG Ativo Real	Tijolo: Desenvolvimento	Vórtx DTVM LTDA	0,0088	R$1,11	R$1,46 B	R$129,19	09/12/2016	Híbrido Gestão Ativa	11.309.572	0,00062	0,00871	0,00871	10
TORD11	Tordesilhas EI FII	Indefinido	Vórtx DTVM LTDA	0,019	R$0,20	R$461,40 M	R$13,16	28/08/2019	Híbrido Gestão Ativa	35.051.355	0,00389	0,00967	0,00967	10
TORM13	Tourmalet I	Tijolo: Desenvolvimento	Vórtx DTVM LTDA	0,0	R$10,56	R$68,74 M	R$36,55	05/10/2016	Desenvolvimento para Renda Gestão Ativa	1.880.850	-1.0	-1.0	0	0
TOUR11	Tourmalet II	Tijolo: Desenvolvimento	Vórtx DTVM LTDA	0,12279999999999999	R$17,67	R$100,83 M	R$124,48	26/07/2018	Desenvolvimento para Renda Gestão Ativa	810.000	0,04189	0,05932	0,05932	6
TRNT11	Torre Norte	Tijolo: Escritórios	BTG Pactual	0,0025	R$0,30	R$814,57 M	R$206,98	10/08/2001	Renda Gestão Passiva	3.935.562	0,00113	0,00286	0,00286	9
TRXB11	TRX Real Estate II	Tijolo: Desenvolvimento	BRL Trust DTVM	0,006999999999999999	R$0,82	R$256,31 M	R$102,47	06/03/2020	Títulos e Valores Mobiliários Gestão Passiva	2.501.419	0,00018	0,00666	0,00666	7
TRXF11	TRX Real Estate	Tijolo: Outros	BRL Trust DTVM	0,0072	R$0,72	R$578,88 M	R$102,61	01/09/2017	Renda Gestão Ativa	5.641.522	0,00023	0,00670	0,00670	10
TSER11	Tishman Speyer Renda Corporativa	Tijolo: Escritórios	BRL Trust DTVM	0,0076	R$0,80	R$117,32 M	R$97,36	26/10/2020	Renda Gestão Ativa	1.205.000	0,00000	0,00760	0,00760	1
TSNC11	Transinc	Tijolo: Outros	BTG Pactual	0,0	R$37,56	R$100,03 M	R$5.522,80	14/08/2013	Híbrido Gestão Ativa	18.113	-1.0	-1.0	0	0
URPR11	Urca Prime Renda	Papel: CRIs	Vórtx DTVM LTDA	0,018500000000000003	R$2,17	R$158,33 M	R$95,35	03/12/2019	Híbrido Gestão Ativa	1.660.428	0,00332	0,01609	0,01609	10
VCJR11	Vectis Juros Real	Papel: CRIs	INTRAG DTVM	0,0127	R$1,22	R$1,12 B	R$96,48	29/07/2019	Títulos e Valores Mobiliários Gestão Ativa	11.603.880	0,00227	0,00870	0,00870	10
VCRR11	Vectis Renda Residencial	Tijolo: Outros	BRL Trust DTVM	0,008199999999999999	R$0,67	R$196,07 M	R$98,04	15/01/2021	Renda Gestão Ativa	2.000.000	0,00070	0,00740	0,00740	2
VERE11	Vereda	Tijolo: Galpões	Votorantim Asset Management	0,0085	R$2,18	R$173,56 M	R$315,51	31/05/2007	Híbrido Gestão Ativa	550.084	-1.0	-1.0	0	0
VGHF11	Valora Hedge Fund	Papel: Híbrido	Banco Daycoval S.A.	0,0132	R$0,13	R$155,27 M	R$9,43	28/09/2020	Híbrido Gestão Ativa	16.470.910	0,00227	0,01081	0,01081	7
VGIP11	Valora CRI Índice de Preço	Papel: CRIs	BTG Pactual	0,0131	R$1,30	R$701,48 M	R$95,42	03/01/2020	Títulos e Valores Mobiliários Gestão Ativa	7.351.274	0,00178	0,01039	0,01039	10
VGIR11	Valora RE III	Papel: CRIs	BTG Pactual	0,0068000000000000005	R$0,65	R$437,04 M	R$96,98	13/03/2018	Títulos e Valores Mobiliários Gestão Ativa	4.506.414	0,00079	0,00597	0,00597	10
VIFI11	Vinci Instrumentos Financeiros	Papel: Fundo de Fundos	BRL Trust DTVM	0,0084	R$0,63	R$258,09 M	R$91,77	19/10/2018	Títulos e Valores Mobiliários Gestão Ativa	2.812.340	0,00066	0,00706	0,00706	10
VILG11	Vinci Logística	Tijolo: Galpões	BRL Trust DTVM	0,0062	R$0,64	R$1,71 B	R$113,93	24/05/2016	Renda Gestão Ativa	14.997.396	0,00067	0,00503	0,00503	10
VINO11	Vinci Offices	Tijolo: Escritórios	BRL Trust DTVM	0,0108	R$0,65	R$745,45 M	R$58,82	10/07/2019	Renda Gestão Ativa	12.673.868	0,00123	0,00790	0,00790	10
VISC11	Vinci Shopping Centers	Tijolo: Shoppings	BRL Trust DTVM	0,005600000000000001	R$0,58	R$1,70 B	R$119,30	07/06/2013	Renda Gestão Ativa	14.270.995	0,00131	0,00412	0,00412	10
VIUR11	Vinci Imóveis Urbanos	Tijolo: Outros	BRL Trust DTVM	0,0083	R$0,67	R$258,34 M	R$95,87	29/01/2021	Renda Gestão Ativa	2.694.622	0,00042	0,00736	0,00736	5
VLJS11	Vector Queluz Lajes Corporativas	Tijolo: Escritórios	Planner Corretora de Valores	0,0	R$18,24	R$45,03 M	R$763,44	16/06/2011	Títulos e Valores Mobiliários Gestão Passiva	58.977	-1.0	-1.0	0	0
VLOL11	Vila Olímpia Corporate	Tijolo: Escritórios	Oliveira Trust	0,004699999999999999	R$0,47	R$173,32 M	R$97,11	26/03/2012	Renda Gestão Passiva	1.784.828	0,00036	0,00432	0,00432	10
VOTS11	Votorantim Securities Master	Papel: CRIs	Votorantim Asset Management	0,0069	R$0,55	R$81,57 M	R$98,53	13/07/2018	Títulos e Valores Mobiliários Gestão Ativa	827.913	0,00158	0,00590	0,00590	7
VPSI11	Polo Shopping Indaiatuba	Tijolo: Shoppings	Votorantim Asset Management	0,0	R$0,11	R$148,01 M	R$18,34	12/01/2012	Renda Gestão Passiva	8.071.897	-1.0	-1.0	0	0
VRTA11	Fator Verita	Papel: CRIs	Banco Fator	0,0102	R$1,10	R$979,55 M	R$97,96	02/03/2010	Títulos e Valores Mobiliários Gestão Ativa	10.000.000	0,00089	0,00866	0,00866	10
VSEC11	Votorantim Securities	Papel: CRIs	Votorantim Asset Management	0,0051	R$0,40	R$6,23 M	R$99,33	14/01/2010	Títulos e Valores Mobiliários Gestão Ativa	62.735	0,00806	0,00584	0,00584	5
VSHO11	Votorantim Shopping	Tijolo: Shoppings	Votorantim Asset Management	0,0089	R$0,76	R$212,49 M	R$101,24	17/07/2018	Renda Gestão Ativa	2.098.800	0,00316	0,00435	0,00435	10
VSLH11	Versalhes Recebíveis Imobiliários	Papel: CRIs	Vórtx DTVM LTDA	0,0179	R$0,18	R$262,40 M	R$9,94	04/12/2020	Híbrido Gestão Ativa	26.400.000	0,00345	0,01330	0,01330	7
VTLT11	Votorantim Logística	Tijolo: Galpões	Votorantim Asset Management	0,008	R$0,75	R$216,32 M	R$102,28	16/11/2017	Renda Gestão Ativa	2.115.000	0,00053	0,00694	0,00694	10
VVPR11	V2 Properties	Tijolo: Escritórios	BTG Pactual	0,0073	R$0,70	R$238,14 M	R$103,28	30/11/-0001	Renda Gestão Ativa	2.305.771	0,00072	0,00679	0,00679	10
VXXV11	VX XVI	Tijolo: Outros	Vórtx DTVM LTDA	0,0129	R$10,76	R$28,90 M	R$555,80	27/06/2019	Renda Gestão Ativa	52.000	-1.0	-1.0	0	0
WPLZ11	Shopping West Plaza	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,0024	R$0,15	R$105,76 M	R$103,61	10/01/2008	Renda Gestão Passiva	1.020.747	0,00286	0,00368	0,00368	10
WTSP11B	Ourinvest RE I	Tijolo: Híbrido	Banco Ourinvest S.A.	0,0072	R$0,36	R$79,02 M	R$79,61	13/10/2017	Renda Gestão Ativa	992.565	0,00194	0,00452	0,00452	10
XPCI11	XP Crédito Imobiliário	Papel: CRIs	Vórtx DTVM LTDA	0,0103	R$1,00	R$628,08 M	R$95,64	31/07/2019	Títulos e Valores Mobiliários Gestão Ativa	6.567.011	0,00070	0,00918	0,00918	10
XPCM11	XP Corporate Macaé	Tijolo: Escritórios	Rio Bravo Investimentos	0,0098	R$0,21	R$169,36 M	R$70,14	08/01/2013	Renda Gestão Passiva	2.414.570	0,00566	0,01004	0,01004	10
XPHT11	XP Hotéis	Tijolo: Hotéis	Genial Investimentos Corretora de Valores Mobiliários S.A.	0,0037	R$0,34	R$330,70 M	R$86,92	19/04/2016	Renda Gestão Ativa	3.804.642	0,00070	0,00412	0,00412	10
XPIN11	XP Industrial	Tijolo: Galpões	Vórtx DTVM LTDA	0,0069	R$0,63	R$732,47 M	R$111,21	21/05/2018	Renda Gestão Ativa	6.586.568	0,00049	0,00600	0,00600	10
XPLG11	XP Log	Tijolo: Galpões	Vórtx DTVM LTDA	0,0060999999999999995	R$0,62	R$2,97 B	R$109,56	29/05/2018	Híbrido Gestão Ativa	27.101.061	0,00046	0,00535	0,00535	10
XPML11	XP Malls FII	Tijolo: Shoppings	BTG Pactual	0,005600000000000001	R$0,57	R$1,90 B	R$104,36	04/10/2017	Renda Gestão Ativa	18.207.683	0,00156	0,00415	0,00415	10
XPPR11	XP PROPERTIES	Tijolo: Escritórios	Vórtx DTVM LTDA	0,0083	R$0,55	R$614,47 M	R$83,99	20/09/2019	Renda Gestão Ativa	7.316.171	0,00062	0,00727	0,00727	10
XPSF11	XP Selection Fundo de Fundos	Papel: Fundo de Fundos	XP Investimentos	0,0088	R$0,70	R$387,64 M	R$89,52	02/07/2019	Títulos e Valores Mobiliários Gestão Ativa	4.330.214	0,00051	0,00795	0,00795	10
XTED11	TRX Edifícios Corporativos	Tijolo: Escritórios	BTG Pactual	0,0478	R$0,32	R$26,19 M	R$13,53	19/09/2012	Títulos e Valores Mobiliários Gestão Ativa	1.936.237	0,00133	0,01406	0,01406	7
YUFI11	Yuca	Tijolo: Outros	BRL Trust DTVM	0,0	R$0,43	R$37,57 M	R$95,08	17/02/2020	Renda Gestão Ativa	395.150	-1.0	-1.0	0	0
